"State" "Account.Length" "Area.Code" "Phone" "Int.l.Plan" "VMail.Plan" "VMail.Message" "Day.Mins" "Day.Calls" "Day.Charge" "Eve.Mins" "Eve.Calls" "Eve.Charge" "Night.Mins" "Night.Calls" "Night.Charge" "Intl.Mins" "Intl.Calls" "Intl.Charge" "CustServ.Calls" "Churn."
"CT" 56 415 "406-3069" "no" "no" 0 162.3 99 27.59 149.1 78 12.67 255.5 115 11.5 14.8 1 4 4 "True."
"CT" 64 415 "406-9926" "yes" "no" 0 225.3 134 38.3 108.2 87 9.2 139.6 132 6.28 17.3 9 4.67 1 "True."
"CT" 150 510 "411-8549" "no" "no" 0 189.3 77 32.18 220.9 105 18.78 238.7 117 10.74 9.2 5 2.48 4 "False."
"CT" 112 415 "418-5708" "no" "yes" 27 213 121 36.21 226.2 101 19.23 189.8 99 8.54 11.1 3 3 4 "False."
"CT" 102 415 "421-6694" "no" "yes" 25 137.4 100 23.36 176.7 83 15.02 188.2 93 8.47 10.2 6 2.75 2 "False."
"DC" 80 408 "327-9957" "no" "no" 0 51.5 90 8.76 164 98 13.94 169.4 80 7.62 9.5 4 2.57 3 "False."
"DC" 141 415 "333-9511" "no" "yes" 37 185.4 87 31.52 178.5 128 15.17 218.3 107 9.82 8 3 2.16 4 "False."
"DC" 144 415 "336-7696" "no" "no" 0 133.3 101 22.66 255.5 127 21.72 228.6 68 10.29 11.6 2 3.13 0 "False."
"DC" 88 415 "354-1558" "no" "yes" 17 219.5 78 37.32 222.1 94 18.88 188.3 92 8.47 16.1 5 4.35 1 "False."
"DC" 114 415 "354-5689" "no" "no" 0 147.1 119 25.01 161 111 13.69 275.9 106 12.42 9 3 2.43 5 "True."
"DC" 60 408 "355-3801" "no" "no" 0 179.3 147 30.48 208.9 89 17.76 248.2 98 11.17 13.5 6 3.65 1 "False."
"DC" 73 408 "355-5922" "no" "no" 0 122 92 20.74 138.3 114 11.76 224.2 128 10.09 5.8 5 1.57 1 "False."
"DC" 101 415 "361-8367" "no" "no" 0 257.3 84 43.74 184.8 115 15.71 108.9 109 4.9 13.5 7 3.65 0 "False."
"DC" 126 510 "362-8280" "no" "no" 0 122.4 88 20.81 143.8 111 12.22 157 106 7.07 11.5 3 3.11 1 "False."
"DC" 121 408 "368-2458" "no" "no" 0 168.6 121 28.66 168.6 94 14.33 95.3 59 4.29 12.3 4 3.32 1 "False."
"DC" 24 408 "369-3626" "no" "no" 0 149 73 25.33 131 81 11.14 238.6 69 10.74 8.6 3 2.32 2 "False."
"DC" 74 415 "371-1514" "no" "no" 0 85.7 83 14.57 247.7 67 21.05 142.4 85 6.41 10.1 5 2.73 2 "False."
"DC" 91 415 "384-7873" "no" "yes" 39 169.8 105 28.87 65.2 116 5.54 144.4 92 6.5 10.9 4 2.94 1 "False."
"DC" 81 510 "385-7861" "yes" "no" 0 227.4 105 38.66 211.5 120 17.98 258.2 113 11.62 11.9 3 3.21 0 "False."
"DC" 103 510 "386-2317" "no" "yes" 31 107.7 124 18.31 188.9 104 16.06 196.2 98 8.83 8.9 3 2.4 0 "False."
"DC" 123 408 "387-3422" "no" "yes" 28 124.7 105 21.2 250.4 78 21.28 216.4 128 9.74 7.8 8 2.11 1 "False."
"DC" 170 510 "391-2231" "no" "no" 0 184.1 106 31.3 204.9 70 17.42 224.3 133 10.09 9.8 3 2.65 2 "False."
"DC" 115 408 "393-5802" "no" "no" 0 178.7 114 30.38 271 96 23.04 245.9 94 11.07 16.4 5 4.43 2 "False."
"DC" 112 415 "394-5537" "no" "yes" 16 221.6 110 37.67 130.2 123 11.07 200 108 9 11.3 3 3.05 1 "False."
"DC" 108 408 "399-8615" "no" "yes" 35 215.9 106 36.7 200.6 107 17.05 195.4 107 8.79 15.5 7 4.19 0 "False."
"DC" 82 510 "400-9770" "no" "no" 0 143.9 61 24.46 194.9 105 16.57 109.6 94 4.93 11.1 2 3 1 "False."
"DC" 99 415 "402-5076" "no" "yes" 31 244.1 71 41.5 203.4 58 17.29 234 115 10.53 7.7 4 2.08 3 "False."
"DC" 100 510 "403-2455" "yes" "no" 0 68.5 110 11.65 337.1 115 28.65 205.2 99 9.23 12.1 9 3.27 0 "False."
"DC" 93 408 "406-5023" "no" "no" 0 164.5 95 27.97 230.9 87 19.63 149.9 91 6.75 9.9 3 2.67 4 "False."
"DC" 115 510 "406-6669" "no" "yes" 29 222.6 81 37.84 190.3 109 16.18 201.2 87 9.05 11.5 2 3.11 1 "False."
"DC" 123 415 "406-8599" "no" "no" 0 211 92 35.87 217 102 18.45 214.8 104 9.67 9.8 7 2.65 3 "False."
"DC" 66 415 "410-1190" "no" "no" 0 146.4 107 24.89 196.5 99 16.7 230.1 106 10.35 7.8 2 2.11 1 "False."
"DC" 119 408 "418-7478" "no" "yes" 26 132 100 22.44 173.3 121 14.73 203.5 108 9.16 11.6 5 3.13 1 "False."
"DE" 98 415 "327-5817" "no" "yes" 29 179.9 97 30.58 189.2 89 16.08 164.3 76 7.39 12.8 7 3.46 3 "False."
"DE" 78 408 "328-9006" "no" "no" 0 139.2 140 23.66 191.4 113 16.27 286.5 125 12.89 11.8 3 3.19 3 "False."
"DE" 129 510 "332-6181" "no" "no" 0 334.3 118 56.83 192.1 104 16.33 191 83 8.59 10.4 6 2.81 0 "True."
"DE" 96 415 "345-3734" "no" "yes" 26 175.8 96 29.89 206.6 84 17.56 178 105 8.01 11.1 2 3 2 "False."
"DE" 119 415 "345-5338" "no" "no" 0 176.8 90 30.06 224.7 81 19.1 204.6 77 9.21 7.5 15 2.03 1 "False."
"DE" 105 415 "350-2250" "yes" "no" 0 150 106 25.5 293.8 123 24.97 250.7 65 11.28 10.3 7 2.78 3 "False."
"DE" 113 415 "352-4418" "no" "no" 0 239.7 47 40.75 282.9 110 24.05 238.4 88 10.73 8.7 3 2.35 2 "True."
"DE" 115 408 "352-5542" "no" "no" 0 127.7 67 21.71 182.9 90 15.55 172.9 92 7.78 10.6 7 2.86 1 "False."
"DE" 224 510 "361-6563" "yes" "no" 0 171.5 99 29.16 160 103 13.6 212.4 102 9.56 5 2 1.35 1 "False."
"DE" 92 415 "361-9845" "no" "yes" 33 243.1 92 41.33 213.8 92 18.17 228.7 104 10.29 12.1 2 3.27 2 "False."
"DE" 71 415 "362-7318" "no" "no" 0 197.9 108 33.64 181.5 109 15.43 281.4 56 12.66 6.7 5 1.81 3 "False."
"DE" 171 510 "363-8244" "no" "yes" 17 186.9 94 31.77 240 138 20.4 200.9 64 9.04 5.8 3 1.57 1 "False."
"DE" 108 510 "365-8779" "no" "no" 0 169.6 99 28.83 264.1 87 22.45 206.3 78 9.28 9.3 4 2.51 0 "False."
"DE" 95 510 "367-8298" "no" "no" 0 184.2 95 31.31 181.6 101 15.44 143.4 113 6.45 12.8 4 3.46 2 "False."
"DE" 81 510 "374-4664" "yes" "no" 0 250.6 85 42.6 187.9 50 15.97 120.3 131 5.41 7.8 5 2.11 1 "False."
"DE" 87 510 "374-6966" "no" "no" 0 256.2 105 43.55 160.7 102 13.66 249.4 80 11.22 7.4 2 2 4 "False."
"DE" 89 510 "376-1677" "yes" "no" 0 125.6 108 21.35 213 90 18.11 181.7 108 8.18 5.4 5 1.46 1 "False."
"DE" 80 415 "376-4861" "no" "no" 0 199.8 138 33.97 167.1 91 14.2 271.8 94 12.23 5.5 4 1.49 1 "False."
"DE" 62 408 "377-9932" "no" "no" 0 182.3 101 30.99 328.2 93 27.9 245 131 11.03 11.2 1 3.02 2 "False."
"DE" 138 510 "380-7816" "yes" "no" 0 46.5 104 7.91 186 114 15.81 167.5 95 7.54 9.6 4 2.59 4 "True."
"DE" 92 415 "386-1374" "no" "no" 0 197 84 33.49 269.3 105 22.89 158.9 105 7.15 10.8 4 2.92 1 "False."
"DE" 97 415 "390-5267" "no" "yes" 32 183.4 94 31.18 269.1 120 22.87 203.5 38 9.16 6.7 4 1.81 5 "False."
"DE" 51 510 "406-2454" "no" "no" 0 181.5 108 30.86 196.9 87 16.74 187.2 119 8.42 10.3 2 2.78 1 "False."
"DE" 67 415 "413-7743" "yes" "yes" 35 181.1 59 30.79 215.9 116 18.35 216.3 106 9.73 16.9 4 4.56 0 "True."
"DE" 99 415 "416-6628" "no" "no" 0 254.4 120 43.25 159.3 92 13.54 264.4 94 11.9 6 5 1.62 1 "False."
"DE" 106 415 "419-3167" "no" "no" 0 128.6 83 21.86 134 114 11.39 210.6 113 9.48 11.4 2 3.08 0 "False."
"DE" 75 510 "419-9509" "no" "yes" 28 200.6 96 34.1 164.1 111 13.95 169.6 153 7.63 2.5 5 0.68 1 "False."
"DE" 121 408 "420-3857" "no" "no" 0 215.6 74 36.65 192.9 98 16.4 144 103 6.48 10.1 4 2.73 5 "False."
"DE" 51 415 "420-6465" "yes" "no" 0 153.6 108 26.11 232.9 85 19.8 214.2 92 9.64 14.1 4 3.81 0 "True."
"DE" 89 408 "421-9144" "no" "no" 0 197.1 110 33.51 165.9 115 14.1 227.3 106 10.23 12.8 3 3.46 1 "False."
"FL" 93 415 "328-6770" "no" "no" 0 151.4 89 25.74 186.4 76 15.84 172.5 120 7.76 10.9 3 2.94 0 "False."
"FL" 79 510 "334-7443" "no" "no" 0 130.2 119 22.13 290.9 121 24.73 194.8 140 8.77 14 6 3.78 3 "False."
"FL" 132 510 "334-9505" "no" "yes" 36 226.2 103 38.45 181.6 125 15.44 258.8 102 11.65 10.5 5 2.84 3 "False."
"FL" 99 408 "336-2090" "no" "no" 0 155.3 93 26.4 265.7 95 22.58 145.7 67 6.56 12.4 4 3.35 0 "False."
"FL" 116 510 "338-8478" "no" "no" 0 192.1 98 32.66 312.9 135 26.6 130.2 94 5.86 7.9 2 2.13 3 "False."
"FL" 159 415 "340-5460" "no" "yes" 15 113.9 102 19.36 145.3 146 12.35 195.2 137 8.78 11.8 9 3.19 1 "False."
"FL" 84 510 "341-3180" "no" "no" 0 191 88 32.47 318.8 119 27.1 247.3 79 11.13 6.5 4 1.76 0 "False."
"FL" 113 510 "343-3340" "no" "no" 0 92.6 85 15.74 177.6 92 15.1 159.8 72 7.19 14.4 4 3.89 3 "False."
"FL" 155 415 "343-4772" "no" "no" 0 181.4 111 30.84 167.7 92 14.25 168.5 122 7.58 11.3 3 3.05 3 "False."
"FL" 130 415 "343-9946" "no" "no" 0 162.8 113 27.68 290.3 111 24.68 114.9 140 5.17 7.2 3 1.94 1 "False."
"FL" 127 415 "344-9302" "no" "no" 0 261.7 105 44.49 181.8 107 15.45 100.9 131 4.54 3.3 5 0.89 0 "False."
"FL" 120 415 "348-3444" "no" "yes" 31 153.5 83 26.1 219.1 96 18.62 237.4 76 10.68 11.4 4 3.08 0 "False."
"FL" 129 415 "355-4992" "yes" "no" 0 267.4 78 45.46 204.2 85 17.36 111.7 146 5.03 5.9 4 1.59 1 "False."
"FL" 108 510 "365-1688" "no" "no" 0 210.7 112 35.82 238.7 73 20.29 253.6 90 11.41 9.2 5 2.48 3 "False."
"FL" 166 510 "367-1681" "yes" "no" 0 47.7 89 8.11 264.4 95 22.47 235.2 97 10.58 13.2 3 3.56 0 "True."
"FL" 109 408 "371-9482" "no" "no" 0 217 115 36.89 207 142 17.6 268 106 12.06 8.2 4 2.21 1 "False."
"FL" 144 415 "376-4484" "no" "yes" 51 283.9 98 48.26 192 109 16.32 196.3 85 8.83 10 4 2.7 1 "False."
"FL" 104 415 "381-5047" "no" "no" 0 76.4 116 12.99 115.6 74 9.83 226.3 94 10.18 9.4 3 2.54 3 "False."
"FL" 144 510 "384-5004" "no" "no" 0 278.5 95 47.35 240.7 90 20.46 120 90 5.4 11.6 5 3.13 1 "True."
"FL" 161 415 "390-7328" "yes" "no" 0 156.1 114 26.54 180.3 63 15.33 179.6 115 8.08 11.1 9 3 2 "True."
"FL" 133 510 "392-8318" "no" "no" 0 201.7 85 34.29 169.4 116 14.4 286.3 80 12.88 6 4 1.62 0 "False."
"FL" 148 510 "394-7710" "yes" "no" 0 148.2 138 25.19 159.6 123 13.57 197.4 62 8.88 8.6 3 2.32 2 "False."
"FL" 102 408 "395-6913" "no" "yes" 29 214.7 86 36.5 314.3 109 26.72 280.2 110 12.61 14.3 2 3.86 0 "False."
"FL" 124 415 "397-1649" "no" "yes" 28 251.4 104 42.74 225.1 89 19.13 251.9 121 11.34 7.5 5 2.03 1 "False."
"FL" 110 415 "398-6703" "no" "no" 0 242.5 110 41.23 162.3 140 13.8 184.1 86 8.28 7.8 3 2.11 4 "False."
"FL" 153 415 "399-8846" "no" "no" 0 228.9 102 38.91 160.7 136 13.66 203.1 109 9.14 12.5 2 3.38 0 "False."
"FL" 31 510 "402-3634" "no" "no" 0 165.4 84 28.12 203.7 107 17.31 201.7 65 9.08 8.2 1 2.21 1 "False."
"FL" 106 415 "407-7507" "no" "yes" 31 197.4 125 33.56 123.4 110 10.49 115.6 101 5.2 12.3 4 3.32 3 "False."
"FL" 64 408 "410-7108" "no" "yes" 31 228.6 88 38.86 248.5 109 21.12 167.1 124 7.52 9 1 2.43 3 "False."
"FL" 97 415 "415-2285" "no" "yes" 28 202.3 97 34.39 69.2 84 5.88 257.6 64 11.59 6.7 3 1.81 1 "False."
"FL" 185 408 "417-5034" "no" "no" 0 55.6 97 9.45 288.7 83 24.54 111.2 110 5 12.1 3 3.27 2 "False."
"GA" 58 510 "328-5050" "no" "no" 0 243.1 105 41.33 231.4 108 19.67 180.9 120 8.14 7.8 4 2.11 2 "False."
"GA" 109 510 "328-9315" "no" "yes" 35 230.5 116 39.19 265.8 130 22.59 269.7 69 12.14 10.6 6 2.86 5 "False."
"GA" 98 415 "333-5430" "no" "yes" 31 121 105 20.57 218.9 98 18.61 226.7 110 10.2 12 1 3.24 1 "False."
"GA" 75 415 "333-7637" "no" "no" 0 117.3 114 19.94 201.1 61 17.09 107.9 82 4.86 12.2 3 3.29 1 "False."
"GA" 160 415 "335-8836" "no" "no" 0 174.3 105 29.63 171.3 107 14.56 220.8 131 9.94 8.3 2 2.24 0 "False."
"GA" 189 408 "336-3488" "no" "no" 0 227.4 84 38.66 176 81 14.96 206.1 120 9.27 6.3 4 1.7 2 "False."
"GA" 160 415 "341-8412" "no" "yes" 29 164.6 121 27.98 262.8 108 22.34 123.8 131 5.57 15.2 4 4.1 1 "False."
"GA" 89 415 "343-6940" "no" "no" 0 213 63 36.21 176.6 71 15.01 262.6 126 11.82 9.1 1 2.46 1 "False."
"GA" 117 510 "347-1914" "no" "no" 0 149.9 95 25.48 256.1 110 21.77 212.7 92 9.57 13.3 13 3.59 2 "False."
"GA" 202 510 "351-2589" "no" "no" 0 115.4 137 19.62 178.7 70 15.19 185.7 113 8.36 6 3 1.62 3 "False."
"GA" 128 408 "355-2634" "yes" "yes" 18 222.1 89 37.76 160.6 109 13.65 218.8 102 9.85 13.6 2 3.67 0 "True."
"GA" 185 510 "366-5699" "no" "yes" 31 189.8 126 32.27 163.3 133 13.88 264.8 126 11.92 7.5 3 2.03 1 "False."
"GA" 93 415 "371-2155" "no" "no" 0 179.5 121 30.52 191.9 131 16.31 165.5 125 7.45 12 4 3.24 0 "False."
"GA" 76 415 "372-6497" "no" "no" 0 299.5 125 50.92 226.7 92 19.27 210.7 134 9.48 13.7 4 3.7 0 "True."
"GA" 98 408 "372-9976" "no" "no" 0 126.3 102 21.47 166.8 85 14.18 187.8 135 8.45 9.4 2 2.54 3 "False."
"GA" 50 408 "377-1218" "no" "yes" 24 214.3 129 36.43 289.8 55 24.63 312.5 130 14.06 10.6 4 2.86 1 "False."
"GA" 125 415 "380-6342" "no" "yes" 39 236.1 107 40.14 289.2 110 24.58 175.4 107 7.89 9.1 4 2.46 2 "True."
"GA" 131 408 "380-9879" "no" "no" 0 197 79 33.49 201 114 17.09 151.2 111 6.8 11.6 5 3.13 1 "False."
"GA" 103 415 "381-9196" "no" "yes" 28 121 105 20.57 270.4 100 22.98 160.5 76 7.22 7.7 4 2.08 2 "False."
"GA" 73 408 "385-6952" "no" "no" 0 157.6 92 26.79 198.3 87 16.86 364.9 106 16.42 9.1 4 2.46 1 "False."
"GA" 98 408 "388-8797" "no" "no" 0 169.9 77 28.88 138.3 155 11.76 142.6 105 6.42 8.5 7 2.3 1 "False."
"GA" 90 415 "390-3401" "no" "no" 0 113.2 108 19.24 189.3 63 16.09 271.8 124 12.23 14.1 4 3.81 3 "False."
"GA" 71 415 "391-7166" "no" "no" 0 258.4 132 43.93 126.8 119 10.78 182.4 87 8.21 9.7 8 2.62 4 "False."
"GA" 133 510 "393-3194" "no" "no" 0 227.4 90 38.66 73.2 135 6.22 114.3 99 5.14 4.7 7 1.27 0 "False."
"GA" 136 415 "400-7509" "no" "no" 0 163.4 83 27.78 249.3 119 21.19 249.7 90 11.24 9.8 4 2.65 7 "False."
"GA" 27 510 "403-6850" "no" "no" 0 72.7 75 12.36 208.6 117 17.73 65.8 71 2.96 9.9 3 2.67 1 "False."
"GA" 120 408 "409-6753" "no" "no" 0 98.2 99 16.69 186.7 85 15.87 146.7 96 6.6 9.3 4 2.51 2 "False."
"GA" 57 408 "410-3782" "yes" "yes" 30 234.5 130 39.87 195.2 116 16.59 268.8 94 12.1 11.4 4 3.08 2 "False."
"GA" 122 510 "411-5677" "yes" "no" 0 140 101 23.8 196.4 77 16.69 120.1 133 5.4 9.7 4 2.62 4 "True."
"GA" 64 510 "412-7791" "no" "no" 0 216.9 78 36.87 211 115 17.94 179.8 116 8.09 11.4 5 3.08 3 "False."
"GA" 56 415 "417-1477" "no" "yes" 30 127.1 89 21.61 172.1 116 14.63 194.6 111 8.76 12.1 3 3.27 1 "False."
"GA" 132 415 "418-3426" "no" "no" 0 176.7 132 30.04 244.1 80 20.75 176.3 120 7.93 9.1 4 2.46 2 "False."
"HI" 135 415 "333-4492" "no" "no" 0 190.9 44 32.45 161.4 109 13.72 231.9 100 10.44 8.4 2 2.27 1 "False."
"HI" 79 415 "334-5263" "no" "no" 0 41.9 124 7.12 211 95 17.94 237.9 55 10.71 11.4 5 3.08 1 "False."
"HI" 115 415 "336-6128" "no" "yes" 33 145 72 24.65 194.5 157 16.53 242.3 138 10.9 14.2 3 3.83 2 "False."
"HI" 70 415 "339-8132" "no" "no" 0 197.3 91 33.54 305.8 81 25.99 171 105 7.69 6.7 6 1.81 1 "False."
"HI" 101 510 "342-5906" "no" "no" 0 93.8 127 15.95 150 104 12.75 241.1 116 10.85 10.7 2 2.89 1 "False."
"HI" 134 415 "342-9394" "no" "yes" 38 214.4 93 36.45 211.7 57 17.99 165 79 7.43 10 8 2.7 1 "False."
"HI" 24 415 "343-2077" "no" "no" 0 241.9 104 41.12 145.2 112 12.34 214.5 105 9.65 6.6 5 1.78 1 "False."
"HI" 99 415 "346-2530" "no" "no" 0 62.9 81 10.69 231 64 19.64 168.9 121 7.6 8.5 5 2.3 1 "False."
"HI" 155 415 "346-8362" "yes" "yes" 26 211.7 121 35.99 139.2 123 11.83 146.7 89 6.6 11.1 3 3 1 "False."
"HI" 3 408 "355-2872" "no" "no" 0 139 99 23.63 250.7 108 21.31 286.2 87 12.88 6.1 3 1.65 4 "True."
"HI" 99 415 "367-2598" "no" "no" 0 124.6 90 21.18 146.4 70 12.44 169.4 95 7.62 10.5 6 2.84 1 "False."
"HI" 150 415 "370-1465" "no" "no" 0 214 117 36.38 192.4 89 16.35 242.6 99 10.92 7.9 4 2.13 1 "False."
"HI" 134 408 "370-9000" "no" "no" 0 242.4 126 41.21 152.9 115 13 318.3 115 14.32 11.8 6 3.19 1 "False."
"HI" 98 408 "381-8593" "no" "yes" 30 110.3 71 18.75 182.4 108 15.5 183.8 88 8.27 11 8 2.97 2 "False."
"HI" 73 408 "388-1250" "no" "no" 0 187.3 118 31.84 239.7 90 20.37 167.5 108 7.54 15.1 2 4.08 1 "False."
"HI" 146 510 "390-2433" "no" "no" 0 189.3 77 32.18 155.9 128 13.25 186 83 8.37 7.4 3 2 0 "False."
"HI" 86 408 "398-3004" "no" "yes" 21 197.9 99 33.64 165.6 100 14.08 208 120 9.36 10.1 9 2.73 0 "False."
"HI" 101 415 "400-5511" "no" "no" 0 253.2 89 43.04 237.9 114 20.22 154.3 85 6.94 9.7 7 2.62 4 "False."
"HI" 105 415 "401-7359" "no" "no" 0 281.3 124 47.82 301.5 96 25.63 202.8 109 9.13 8.7 3 2.35 0 "True."
"HI" 97 415 "408-1242" "no" "yes" 43 121.1 105 20.59 260.2 115 22.12 222.4 100 10.01 8.3 5 2.24 3 "False."
"HI" 49 510 "410-7789" "no" "no" 0 119.3 117 20.28 215.1 109 18.28 178.7 90 8.04 11.1 1 3 1 "False."
"HI" 64 415 "414-6638" "no" "no" 0 194.2 147 33.01 173.4 87 14.74 268.7 114 12.09 5.5 2 1.49 2 "False."
"HI" 148 510 "416-3915" "yes" "no" 0 218.9 88 37.21 208 85 17.68 203.3 99 9.15 11.1 4 3 0 "False."
"HI" 117 408 "416-8827" "no" "no" 0 102.3 100 17.39 135.2 104 11.49 199.7 93 8.99 15.7 10 4.24 3 "False."
"HI" 118 415 "418-6752" "no" "no" 0 133.4 113 22.68 121 92 10.29 254.7 129 11.46 5.9 4 1.59 1 "False."
"HI" 119 408 "418-8170" "no" "yes" 24 217.2 94 36.92 138.7 52 11.79 139.3 85 6.27 11.3 4 3.05 0 "False."
"IA" 118 415 "332-4289" "no" "no" 0 136.1 120 23.14 204.2 103 17.36 228.2 90 10.27 11.3 4 3.05 1 "False."
"IA" 128 408 "335-8146" "no" "no" 0 158.8 75 27 264.8 91 22.51 270 77 12.15 7.6 7 2.05 1 "False."
"IA" 79 415 "344-6935" "no" "yes" 17 167.9 114 28.54 243.7 93 20.71 211.9 114 9.54 9.1 2 2.46 1 "False."
"IA" 92 510 "350-7344" "no" "yes" 25 134 112 22.78 206 111 17.51 180.6 118 8.13 9.7 4 2.62 0 "False."
"IA" 143 510 "354-6183" "no" "yes" 33 141.4 130 24.04 186.4 114 15.84 210 111 9.45 7.7 6 2.08 1 "False."
"IA" 158 415 "360-6868" "no" "no" 0 158 106 26.86 292.5 114 24.86 241.1 89 10.85 9.1 4 2.46 1 "False."
"IA" 168 408 "363-1107" "no" "no" 0 128.8 96 21.9 104.9 71 8.92 141.1 128 6.35 11.2 2 3.02 1 "False."
"IA" 62 415 "366-9238" "no" "no" 0 120.7 70 20.52 307.2 76 26.11 203 99 9.14 13.1 6 3.54 4 "True."
"IA" 134 415 "373-7037" "no" "yes" 32 216.8 78 36.86 102.2 111 8.69 174 83 7.83 8.6 2 2.32 0 "False."
"IA" 64 415 "374-1836" "no" "yes" 43 118.4 100 20.13 144.1 108 12.25 158.1 91 7.11 8.5 6 2.3 1 "False."
"IA" 197 415 "376-2922" "no" "no" 0 233.9 96 39.76 218.9 111 18.61 182.9 109 8.23 9.5 3 2.57 0 "False."
"IA" 100 408 "378-9478" "no" "no" 0 210.9 85 35.85 329.3 69 27.99 127.1 78 5.72 9.4 5 2.54 4 "False."
"IA" 98 510 "379-6506" "no" "yes" 21 161.2 114 27.4 252.2 83 21.44 160.2 92 7.21 4.4 8 1.19 4 "False."
"IA" 46 510 "380-5873" "no" "no" 0 199.2 111 33.86 175.1 83 14.88 210.6 84 9.48 10.2 2 2.75 3 "False."
"IA" 113 408 "395-5285" "no" "no" 0 193.8 99 32.95 221.4 125 18.82 172.3 67 7.75 10.6 6 2.86 1 "False."
"IA" 129 415 "398-7978" "no" "no" 0 216 85 36.72 186.9 114 15.89 210.7 109 9.48 4.9 10 1.32 2 "False."
"IA" 66 510 "402-2377" "no" "no" 0 256.3 135 43.57 180.2 106 15.32 187.3 135 8.43 6.2 7 1.67 2 "False."
"IA" 126 408 "403-6419" "no" "yes" 27 186.2 78 31.65 189.6 83 16.12 76.5 139 3.44 9.6 3 2.59 2 "False."
"IA" 130 510 "408-8910" "no" "no" 0 139.1 72 23.65 246 112 20.91 207.2 121 9.32 11.4 9 3.08 5 "True."
"IA" 73 415 "409-4462" "no" "no" 0 137.1 102 23.31 210.8 114 17.92 191.4 120 8.61 11.1 4 3 1 "False."
"IA" 52 408 "413-4957" "no" "no" 0 191.9 108 32.62 269.8 96 22.93 236.8 87 10.66 7.8 5 2.11 3 "False."
"IA" 123 415 "420-6052" "no" "no" 0 204.4 88 34.75 137.5 111 11.69 226 100 10.17 10 4 2.7 0 "False."
"ID" 119 415 "327-4795" "no" "no" 0 230.4 117 39.17 225 101 19.13 198.5 111 8.93 7.6 6 2.05 3 "False."
"ID" 55 510 "331-7342" "no" "yes" 8 222.5 104 37.83 171.5 94 14.58 377.5 114 16.99 9.7 2 2.62 1 "False."
"ID" 138 415 "339-7485" "yes" "yes" 17 225.2 116 38.28 173.4 88 14.74 145.8 99 6.56 11.7 4 3.16 0 "False."
"ID" 88 415 "341-4570" "no" "yes" 31 181.6 91 30.87 213.2 120 18.12 207.8 104 9.35 11.4 4 3.08 1 "False."
"ID" 170 510 "343-2465" "no" "yes" 37 178.1 130 30.28 242.8 103 20.64 243 93 10.93 13 4 3.51 0 "False."
"ID" 134 415 "345-4473" "no" "no" 0 204.7 108 34.8 143.1 105 12.16 165.8 84 7.46 11 4 2.97 6 "False."
"ID" 83 415 "345-5980" "yes" "yes" 32 94.7 111 16.1 154.4 98 13.12 200.4 109 9.02 10.6 6 2.86 2 "False."
"ID" 85 408 "350-8884" "no" "yes" 27 196.4 139 33.39 280.9 90 23.88 89.3 75 4.02 13.8 4 3.73 1 "False."
"ID" 82 408 "352-7413" "no" "no" 0 101 93 17.17 155.6 104 13.23 304.4 93 13.7 13.3 2 3.59 0 "False."
"ID" 99 408 "354-7025" "no" "no" 0 159.7 83 27.15 155.4 121 13.21 255.7 114 11.51 8.4 3 2.27 1 "False."
"ID" 77 510 "356-3403" "no" "no" 0 189.5 112 32.22 207 95 17.6 214.1 91 9.63 9.2 7 2.48 0 "False."
"ID" 104 415 "357-1700" "yes" "no" 0 148.2 108 25.19 161.8 113 13.75 259.3 103 11.67 11 4 2.97 0 "False."
"ID" 174 408 "359-5893" "no" "no" 0 192.1 97 32.66 169.9 94 14.44 166.6 54 7.5 11.4 4 3.08 1 "False."
"ID" 92 415 "359-6196" "yes" "no" 0 173.1 140 29.43 240.3 105 20.43 233.2 117 10.49 9 5 2.43 1 "False."
"ID" 96 408 "363-3295" "no" "no" 0 170.5 86 28.99 277.5 88 23.59 162.5 117 7.31 12.2 6 3.29 1 "False."
"ID" 173 510 "363-5819" "no" "yes" 21 232.4 96 39.51 211.9 118 18.01 273 102 12.29 5 5 1.35 3 "False."
"ID" 87 415 "370-7546" "no" "no" 0 156.8 93 26.66 215.8 68 18.34 223.3 77 10.05 7.6 6 2.05 1 "False."
"ID" 135 510 "380-6437" "no" "no" 0 154.4 130 26.25 203.8 90 17.32 158.7 59 7.14 11.8 3 3.19 0 "False."
"ID" 114 415 "381-2376" "no" "no" 0 202.1 100 34.36 195.7 102 16.63 291.8 120 13.13 13.3 5 3.59 2 "False."
"ID" 106 510 "383-2566" "no" "no" 0 274.4 120 46.65 198.6 82 16.88 160.8 62 7.24 6 3 1.62 1 "False."
"ID" 46 415 "384-1833" "no" "no" 0 124.8 133 21.22 157.3 143 13.37 199.3 72 8.97 8.6 4 2.32 2 "False."
"ID" 166 415 "385-1830" "no" "no" 0 220.7 106 37.52 177.8 118 15.11 206.1 102 9.27 12.4 9 3.35 1 "False."
"ID" 95 415 "393-2220" "no" "yes" 32 247 109 41.99 125.6 91 10.68 226.5 90 10.19 10.5 4 2.84 3 "False."
"ID" 92 415 "394-4260" "no" "no" 0 197.2 113 33.52 242.3 116 20.6 192 76 8.64 11 5 2.97 2 "False."
"ID" 169 415 "399-9239" "no" "no" 0 235.7 79 40.07 136.9 85 11.64 220.9 97 9.94 13.3 10 3.59 1 "False."
